flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.225-192.168.21.70-48164-80,192.168.21.225,192.168.21.70,48164,80,11,6,5,35419.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083142206250.0,1719083142241669.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-60684,192.168.21.70,192.168.21.128,80,60684,3,1,2,2715.0,2.0,0,1,2,2,0,0,0,0,1682611792921326.0,1682611792924041.0,0,0,0,0,0.0007366482504604,0.0003683241252302,0.0003683241252302,0.4228360957642725,0.2114180478821362,0.2114180478821362,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-51486,192.168.21.70,192.168.21.128,80,51486,4,3,1,30128983.0,0.3333333333333333,0,0,4,4,0,0,0,0,1682705483629396.0,1682705513758379.0,0,0,0,0,1.3276252968777608e-07,9.957189726583205e-08,3.3190632421944014e-08,7.62056920407e-05,5.71542690305e-05,1.90514230101e-05,0,0,0,4,0,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-45462-80,192.168.21.128,192.168.21.70,45462,80,104,49,55,115929441.0,1.1224489795918366,0,0,56,104,0,0,0,0,1683783017340442.0,1683783133269883.0,0,0,0,0,4.830524456682233e-07,2.3290028630432203e-07,2.5015215936390134e-07,4.54414336389e-05,3.69190083474e-05,8.5224252914e-06,6,5,0,45,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-43848,192.168.21.70,192.168.21.128,80,43848,51,25,26,119975018.0,1.04,0,0,26,51,0,0,0,0,1682558706439404.0,1682558826414422.0,0,0,0,0,2.167117824479093e-07,1.0835589122395465e-07,1.0835589122395465e-07,3.40737602556e-05,2.97728648809e-05,4.3008953747e-06,4,6,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41104-80,192.168.21.225,192.168.21.70,41104,80,1727,952,775,119943515.0,0.8140756302521008,0,0,953,1727,0,0,0,0,1719313802943734.0,1719313922887249.0,0,0,0,0,7.9454066357e-06,3.9852092045e-06,3.9601974312e-06,0.0006073859016054,0.000263023807498,0.0003443620941073,0,0,0,953,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-38718,192.168.21.70,192.168.21.128,80,38718,126,61,65,119989338.0,1.0655737704918034,0,0,64,126,0,0,0,0,1683673541375690.0,1683673661365028.0,0,0,0,0,5.333807242106794e-07,2.666903621053397e-07,2.666903621053397e-07,5.637167529e-05,9.5675167405e-06,4.68041585494e-05,4,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-43786,192.168.21.70,192.168.21.128,80,43786,124,61,63,109113953.0,1.0327868852459017,0,0,65,124,0,0,0,0,1683706988882579.0,1683707097996532.0,0,0,0,0,5.957074985634515e-07,2.932713839081607e-07,3.024361146552907e-07,6.30166886172e-05,1.05211108977e-05,5.24955777195e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,81,40,41,110265219.0,1.025,0,0,41,81,0,0,0,0,1683753639137266.0,1683753749402485.0,0,0,0,0,3.718307583463832e-07,1.8138085772994288e-07,1.904499006164401e-07,5.37612862311e-05,4.41118245999e-05,9.6494616312e-06,4,4,0,33,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,13,0.0,0.0,1.5,2,0,normal
192.168.21.225-192.168.21.70-41216-80,192.168.21.225,192.168.21.70,41216,80,1677,949,728,119871385.0,0.7671232876712328,0,0,962,1677,0,0,0,0,1719308162956808.0,1719308282828193.0,0,0,0,0,8.0252680821e-06,3.9876072175e-06,4.0376608646e-06,0.0006142833838117,0.0002631820763562,0.0003511013074554,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-41336,192.168.21.70,192.168.21.128,80,41336,49,25,24,119994739.0,0.96,0,0,26,49,0,0,0,0,1682588729250630.0,1682588849245369.0,0,0,0,0,2.1667616611091597e-07,1.0833808305545797e-07,1.0833808305545797e-07,3.40681602715e-05,2.97679717441e-05,4.3001885274e-06,4,6,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-38812-80,192.168.21.128,192.168.21.70,38812,80,41,20,21,103615956.0,1.05,0,0,21,41,0,0,0,0,1682602224504587.0,1682602328120543.0,0,0,0,0,2.0267148816346402e-07,9.651023245879237e-08,1.0616125570467158e-07,2.70421671349e-05,3.6094826939e-06,2.34326844409e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-45462-80,192.168.21.128,192.168.21.70,45462,80,93,42,51,119985800.0,1.2142857142857142,0,0,50,93,0,0,0,0,1683788777242476.0,1683788897228276.0,0,0,0,0,4.167159780574035e-07,2.083579890287017e-07,2.083579890287017e-07,4.27800623073e-05,3.55875445261e-05,7.1925177812e-06,4,4,0,42,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-37290-80,192.168.21.128,192.168.21.70,37290,80,119,61,58,107798506.0,0.9508196721311476,0,0,65,119,0,0,0,0,1683684042624595.0,1683684150423101.0,0,0,0,0,6.029768167659022e-07,2.968501251770595e-07,3.061266915888426e-07,6.28023546077e-05,5.20971969685e-05,1.07051576391e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-38812-80,192.168.21.128,192.168.21.70,38812,80,41,20,21,101802160.0,1.05,0,0,21,41,0,0,0,0,1682595744670837.0,1682595846472997.0,0,0,0,0,2.0628246001853008e-07,9.822974286596669e-08,1.0805271715256337e-07,2.74846820538e-05,3.6541464346e-06,2.38305356192e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-47502-80,192.168.21.128,192.168.21.70,47502,80,5,2,3,1569437.0,1.5,4,1,0,2,0,0,0,0,1682648012055611.0,1682648013625048.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-57336-80,192.168.21.225,192.168.21.70,57336,80,11,6,5,6435.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083138832730.0,1719083138839165.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41758-80,192.168.21.225,192.168.21.70,41758,80,1682,955,727,119865399.0,0.7612565445026178,0,0,956,1682,0,0,0,0,1719308043242594.0,1719308163107993.0,0,0,0,0,7.975612712e-06,3.987806356e-06,3.987806356e-06,0.0006099591759586,0.0002631952194978,0.0003467639564608,0,0,0,956,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-41336-80,192.168.21.128,192.168.21.70,41336,80,45,22,23,103550464.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682581769440861.0,1682581872991325.0,0,0,0,0,2.2211392505204037e-07,1.0622839893793233e-07,1.1588552611410801e-07,3.32398317403e-05,4.2684502118e-06,2.89713815285e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-37712,192.168.21.70,192.168.21.128,80,37712,100,50,50,99080082.0,1.0,0,0,53,100,0,0,0,0,1683641476968484.0,1683641576048566.0,0,0,0,0,5.349208330287817e-07,2.624139935612892e-07,2.725068394674926e-07,5.42490467458e-05,9.8405247585e-06,4.44085219872e-05,4,4,0,45,0,0,0,0,3,5,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41446-80,192.168.21.225,192.168.21.70,41446,80,1704,956,748,119698855.0,0.7824267782426778,0,0,957,1704,0,0,0,0,1719308883133541.0,1719309002832396.0,0,0,0,0,7.9950639461e-06,3.9933548236e-06,4.0017091224e-06,0.0006115346717393,0.0002635614183611,0.0003479732533782,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-55224,192.168.21.70,192.168.21.128,80,55224,122,63,59,98819139.0,0.9365079365079364,0,0,64,122,0,0,0,0,1683770946920607.0,1683771045739746.0,0,0,0,0,6.476478205299887e-07,3.238239102649944e-07,3.238239102649944e-07,7.58051534935e-05,1.04332016088e-05,6.53719518847e-05,4,4,0,56,0,0,0,0,3,3,5,0,0.0,0,0,0.0,0,0,9,0.0,0.0,0.125,1,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-46552,192.168.21.70,192.168.21.128,80,46552,3,2,1,102376979.0,0.5,0,0,3,3,0,0,0,0,1682639570228183.0,1682639672605162.0,0,0,0,0,2.9303462841973493e-08,1.9535641894648992e-08,9.767820947324494e-09,1.68201876712e-05,1.12134584475e-05,5.6067292237e-06,0,0,0,3,0,0,0,0,0,0,0,3,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41354-80,192.168.21.225,192.168.21.70,41354,80,1737,957,780,119790645.0,0.8150470219435737,0,0,958,1737,0,0,0,0,1719309723098805.0,1719309842889450.0,0,0,0,0,7.9972855977e-06,3.9902949015e-06,4.0069906961e-06,0.0006111161685455,0.000263359463504,0.0003477567050415,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-43848-80,192.168.21.128,192.168.21.70,43848,80,31,13,18,38846640.0,1.3846153846153846,0,0,17,31,0,0,0,2,1682564586662424.0,1682564625509064.0,0,0,0,0,4.376182856483856e-07,2.0593801677571085e-07,2.316802688726748e-07,3.43401642973e-05,1.72473089049e-05,1.70928553923e-05,3,2,2,10,0,0,0,0,0,0,0,1,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41224-80,192.168.21.225,192.168.21.70,41224,80,1734,946,788,119823139.0,0.8329809725158562,0,0,964,1734,0,0,0,0,1719313922951389.0,1719314042774528.0,0,0,0,0,8.0451906705e-06,3.9892128013e-06,4.0559778691e-06,0.0006159828612067,0.0002632880448908,0.0003526948163159,0,0,0,964,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-40590,192.168.21.70,192.168.21.128,80,40590,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682657602843307.0,1682657602843307.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-53312-80,192.168.21.225,192.168.21.70,53312,80,11,6,5,4242.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082359557905.0,1719082359562147.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,40,20,20,107507799.0,1.0,0,0,21,40,0,0,0,0,1682673019029935.0,1682673126537734.0,0,0,0,0,1.9533466590642414e-07,9.30165075744877e-08,1.0231815833193644e-07,2.60632254223e-05,3.4788173832e-06,2.2584408039e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41166-80,192.168.21.225,192.168.21.70,41166,80,1707,948,759,119823843.0,0.8006329113924051,0,0,959,1707,0,0,0,0,1719313563077173.0,1719313682901016.0,0,0,0,0,8.0034154805e-06,3.9891893635e-06,4.0142261169e-06,0.0006123489128954,0.0002632864979968,0.0003490624148985,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-33348-80,192.168.21.128,192.168.21.70,33348,80,8,4,4,216884.0,1.0,3,0,2,6,0,0,0,0,1682620819964620.0,1682620820181504.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-59397-80,192.168.21.225,192.168.21.70,59397,80,11,6,5,20322.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082297831922.0,1719082297852244.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-39148-80,192.168.21.225,192.168.21.70,39148,80,11,6,5,16122.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082315178967.0,1719082315195089.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-43005-80,192.168.21.225,192.168.21.70,43005,80,11,6,5,23460.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082398638548.0,1719082398662008.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,40,20,20,110327166.0,1.0,0,0,21,40,0,0,0,0,1682676984696082.0,1682677095023248.0,0,0,0,0,1.9034296593823505e-07,9.063950758963572e-08,9.970345834859929e-08,3.14247172813e-05,3.9700104324e-06,2.74547068489e-05,3,3,0,15,3,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41582-80,192.168.21.225,192.168.21.70,41582,80,1724,953,771,119842719.0,0.8090241343126967,0,0,957,1724,0,0,0,0,1719313803184535.0,1719313923027254.0,0,0,0,0,7.9854663511e-06,3.9885610405e-06,3.9969053105e-06,0.0006108005610253,0.0002632450286779,0.0003475555323473,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-46830-80,192.168.21.128,192.168.21.70,46830,80,121,58,63,115400342.0,1.0862068965517242,0,0,63,121,0,0,0,0,1683797972855322.0,1683798088255664.0,0,0,0,0,5.459255917976396e-07,2.6863005310677504e-07,2.772955386908645e-07,5.9211262996e-05,4.76255087701e-05,1.15857542259e-05,4,4,0,55,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,10,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41166-80,192.168.21.225,192.168.21.70,41166,80,1656,955,701,119779509.0,0.7340314136125654,0,0,958,1656,0,0,0,0,1719308163049235.0,1719308282828744.0,0,0,0,0,7.9980291119e-06,3.9906658825e-06,4.0073632293e-06,0.000611849227066,0.0002633839482511,0.0003484652788149,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-57246-80,192.168.21.128,192.168.21.70,57246,80,117,55,62,114259744.0,1.1272727272727272,0,0,62,117,0,0,0,0,1683757719246354.0,1683757833506098.0,0,0,0,0,5.426233057199919e-07,2.6255966405806055e-07,2.800636416619313e-07,5.53738331498e-05,4.61142289973e-05,9.2596041524e-06,5,4,0,53,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,9,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-60850,192.168.21.70,192.168.21.128,80,60850,3,2,1,34350033.0,0.5,0,0,3,3,0,0,0,0,1682613569302280.0,1682613603652313.0,0,0,0,0,8.73361606377496e-08,5.822410709183307e-08,2.9112053545916533e-08,5.0130956206e-05,3.34206374707e-05,1.67103187353e-05,0,0,0,3,0,0,0,0,0,0,0,3,36.66666666666666,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-43786-80,192.168.21.128,192.168.21.70,43786,80,124,63,61,119960729.0,0.9682539682539684,0,0,64,124,0,0,0,0,1683705418073587.0,1683705538034316.0,0,0,0,0,5.335079282487521e-07,2.667539641243761e-07,2.667539641243761e-07,5.49679887323e-05,4.62818127755e-05,8.6861759567e-06,5,5,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,48,24,24,113484778.0,1.0,0,0,25,48,0,0,0,0,1682516885122401.0,1682516998607179.0,0,0,0,0,2.2029386178999266e-07,1.0574105365919648e-07,1.145528081307962e-07,3.60400757888e-05,4.5292417984e-06,3.15108339904e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41106-80,192.168.21.225,192.168.21.70,41106,80,1681,945,736,119807181.0,0.7788359788359789,0,0,962,1681,0,0,0,0,1719314642949445.0,1719314762756626.0,0,0,0,0,8.0295687785e-06,3.9897441539e-06,4.0398246245e-06,0.0006146125748505,0.0002633231141629,0.0003512894606876,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-50540-80,192.168.21.128,192.168.21.70,50540,80,44,22,22,111213246.0,1.0,0,0,23,44,0,0,0,0,1682695657934444.0,1682695769147690.0,0,0,0,0,2.068098974469282e-07,9.890908138766132e-08,1.0790081605926688e-07,3.09495507396e-05,3.9743467248e-06,2.69752040148e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-34115-80,192.168.21.225,192.168.21.70,34115,80,11,6,5,5772.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082074418371.0,1719082074424143.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-54282-80,192.168.21.225,192.168.21.70,54282,80,11,6,5,18186.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082018138295.0,1719082018156481.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-60208,192.168.21.70,192.168.21.128,80,60208,45,22,23,113044479.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682678785841950.0,1682678898886429.0,0,0,0,0,2.0345973729508722e-07,9.730683088025909e-08,1.0615290641482809e-07,3.55081471957e-05,2.65028423015e-05,9.0053048941e-06,4,4,0,15,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-38812-80,192.168.21.128,192.168.21.70,38812,80,40,20,20,112080685.0,1.0,0,0,21,40,0,0,0,0,1682595024688681.0,1682595136769366.0,0,0,0,0,1.8736502190364025e-07,8.922143900173346e-08,9.814358290190681e-08,2.49641586326e-05,3.3190375308e-06,2.16451211018e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41402-80,192.168.21.225,192.168.21.70,41402,80,1713,949,764,119856379.0,0.8050579557428873,0,0,962,1713,0,0,0,0,1719310683027172.0,1719310802883551.0,0,0,0,0,8.0262728444e-06,3.9881064653e-06,4.0381663791e-06,0.0006143602919958,0.0002632150267112,0.0003511452652845,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-49174-80,192.168.21.225,192.168.21.70,49174,80,11,6,5,5094.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082317265933.0,1719082317271027.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.70-192.168.21.128-80-48966,192.168.21.70,192.168.21.128,80,48966,44,22,22,110508861.0,1.0,0,0,23,44,0,0,0,0,1682691936229681.0,1682692046738542.0,0,0,0,0,2.081281065778065e-07,9.953952923286397e-08,1.0858857734494253e-07,3.63228791218e-05,2.71109481437e-05,9.211930978e-06,4,4,0,15,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-32826,192.168.21.70,192.168.21.128,80,32826,55,27,28,81868593.0,1.037037037037037,0,0,28,55,0,0,0,0,1682617536065498.0,1682617617934091.0,0,0,0,0,3.4201149639886935e-07,2.3207922969923282e-07,1.0993226669963657e-07,5.11795774968e-05,3.18925720391e-05,1.92870054576e-05,3,10,0,15,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.70-192.168.21.128-80-40590,192.168.21.70,192.168.21.128,80,40590,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682657723679139.0,1682657723679139.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41674-80,192.168.21.225,192.168.21.70,41674,80,1650,948,702,119811284.0,0.740506329113924,0,0,960,1650,0,0,0,0,1719306723150334.0,1719306842961618.0,0,0,0,0,8.0126008832e-06,3.9896075231e-06,4.0229933601e-06,0.0006131392432118,0.0002633140965253,0.0003498251466865,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-40472,192.168.21.70,192.168.21.128,80,40472,2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,1682655493402693.0,1682655493402693.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-37392-80,192.168.21.225,192.168.21.70,37392,80,11,6,5,7197.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719081879964731.0,1719081879971928.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
