Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.225-192.168.21.70-41180-80-6,192.168.21.225,41180,192.168.21.70,80,6,2024-06-25 09:34:04.271141,119829123,953,735,31548.0,41673.0,66.0,0.0,33.10388247639031,33.017163788830224,87.0,0.0,56.69795918367353,41.47775982212748,611.045112964734,14.086725812054889,71030.89685832839,99694.13116075004,252727.0,15.0,119786501.0,125826.15651260498,108136.27787230056,254840.0,501.0,119829099.0,163254.90326975478,107507.44197246376,298413.0,266.0,478,479,0,0,0,0,30520,23520,7.952991527777434,6.133734284277455,0.0,87.0,43.37736966824645,38.73813270693658,1500.64292562023,0,0,0,957,1688,0,0,0,0.7712486883525709,43.377369668246445,33.103882476390346,56.69795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,2,2,2041175728,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-60208-80-6,192.168.21.128,60208,192.168.21.70,80,6,2023-04-28 07:41:07.134485,108950849,22,22,442.0,2994.0,70.0,0.0,20.09090909090909,29.33859653687011,574.0,0.0,136.0909090909091,243.6496135829774,31.53715672284481,0.4038518323065109,2533740.6744186054,5198870.464267186,20269071.0,746.0,108948651.0,5188030.999999999,6516858.736194018,20313660.0,11692.0,108950849.0,5188135.666666666,6506632.8499247935,20272971.0,5627.0,11,11,0,0,0,0,704,704,0.2019259161532554,0.2019259161532554,0.0,574.0,78.09090909090907,181.259138429682,32854.87526427061,0,0,0,22,44,0,5,0,1.0,78.0909090909091,20.09090909090909,136.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,2.2,44.2,2.2,299.4,0,501,11,11,0,32,262358.3333333334,627056.9139571782,1929748.0,11692.0,11835295.0,4292758.836048183,20269071.0,6826834.0,-1,-1,0,0,0,1717119566,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-57186-80-6,192.168.21.225,57186,192.168.21.70,80,6,2024-06-22 18:52:04.414050,6899,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,81750.97840266705,1449.4854326714017,766.5555555555555,1344.1221216012248,4099.0,48.0,6899.0,1379.8,1619.707905765728,4099.0,119.0,6776.0,2258.6666666666665,1718.9782818096724,4221.0,1019.0,1,1,0,0,0,0,200,136,869.691259602841,579.7941730685607,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,6899,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-40590-80-6,192.168.21.128,40590,192.168.21.70,80,6,2023-04-28 04:47:38.854759,0,0,1,0.0,574.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,32,0.0,0.0,574.0,574.0,574.0,0.0,0.0,0,0,0,1,1,0,1,0,0.0,574.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,504,0,1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,464888253,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-55403-80-6,192.168.21.225,55403,192.168.21.70,80,6,2024-06-22 18:47:27.842184,6389,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,88276.7256221631,1565.1901706057286,709.8888888888889,979.1263254101132,2649.0,29.0,6389.0,1277.8,1054.7410582697537,2649.0,158.0,6268.0,2089.333333333333,736.466111462933,2924.0,1531.0,1,1,0,0,0,0,200,136,939.1141023634372,626.0760682422915,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,6389,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-57246-80-6,192.168.21.128,57246,192.168.21.70,80,6,2023-05-10 21:00:59.334094,119843893,40,40,4864.0,684.0,380.0,0.0,121.6,172.54368454661872,112.0,0.0,17.100000000000005,33.13824964815718,46.29355623485963,0.6675350574601244,1517011.3037974678,3351728.657773594,9916466.0,0.0,119829419.0,3072549.205128206,4261286.634065788,9916466.0,781.0,119843893.0,3072920.333333334,4273888.532438527,9941466.0,318.0,20,20,0,0,0,0,1280,1280,0.3337675287300622,0.3337675287300622,0.0,380.0,69.35000000000002,134.1789000371887,18003.97721518988,0,0,0,40,80,0,4,0,1.0,69.35,121.6,17.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,324.26666666666665,2.6666666666666665,45.6,0,501,20,20,0,32,730299.3333333334,1069620.0364679492,3547085.0,1256.0,9255590.25,1073039.7442474198,9916466.0,6450859.0,-1,-1,0,0,0,1221231152,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-56645-80-6,192.168.21.225,56645,192.168.21.70,80,6,2024-06-22 19:11:06.760545,16459,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,34266.96640136096,607.5703262652652,1828.7777777777776,4537.608560072634,13873.0,38.0,16459.0,3291.8,5937.238895311524,13873.0,172.0,16278.0,5426.0,7477.99652313372,14058.0,918.0,1,1,0,0,0,0,200,136,364.5421957591591,243.02813050610607,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,16459,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41740-80-6,192.168.21.225,41740,192.168.21.70,80,6,2024-06-25 10:24:05.964450,119855981,942,777,31548.0,41847.0,66.0,0.0,33.49044585987264,33.013883242202766,87.0,0.0,53.85714285714287,42.2762323684303,612.3599288716347,14.342212926362016,69764.831781141,89907.25205960195,258620.0,14.0,119855981.0,127370.86184909662,94831.3884493187,258620.0,522.0,119854930.0,154452.22938144338,106018.54074885984,298166.0,526.0,478,481,0,0,0,0,30180,24864,7.859432563486339,6.482780362875675,0.0,87.0,42.69633507853408,38.8210986322757,1507.077699016878,0,0,0,959,1719,0,0,0,0.8248407643312102,42.696335078534034,33.49044585987261,53.85714285714285,330.0,5.0,328.3771600749098,369.75,4.25,5476.195765667696,0.0,0.0,0.0,0.0,340,506,478,481,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,3,3,5042700656,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-37712-80-6,192.168.21.128,37712,192.168.21.70,80,6,2023-05-09 15:51:50.681386,102829091,61,64,5616.0,1148.0,288.0,0.0,92.0655737704918,112.69958131428572,112.0,0.0,17.9375,30.580559754861177,65.77905079409872,1.215609306514243,829266.8629032258,3598037.389770631,23096278.0,704.0,102827315.0,1713788.5833333333,5045531.799190473,23098380.0,13462.0,102787078.0,1631540.920634921,4945148.458783432,23098412.0,4238.0,32,32,0,0,0,0,1952,2048,0.5932173415789506,0.6223919649352925,0.0,288.0,54.11199999999999,89.47005409993423,8004.8905806451585,0,0,0,64,125,0,4,0,1.0491803278688523,54.112,92.0655737704918,17.9375,0.0,0.0,0.0,0.0,0.0,0.0,4.357142857142857,401.1428571428572,4.571428571428571,82.0,0,4722,32,32,0,32,4296313.0,3988157.782340801,8438535.0,43909.0,15871590.0,9588660.883019565,23096278.0,5114236.0,-1,-1,0,0,0,11317366295,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-45462-80-6,192.168.21.128,45462,192.168.21.70,80,6,2023-05-11 05:48:17.326366,119998790,43,51,4200.0,847.0,287.0,0.0,97.67441860465114,113.51394311886106,112.0,0.0,16.6078431372549,29.85034568066008,42.058757425804046,0.7833412320240896,1290309.569892474,3376399.013048048,26759061.0,732.0,119997766.0,2857089.6666666665,4587929.027904568,26762224.0,8458.0,119996265.0,2399925.3000000003,4328109.449848317,26760085.0,12473.0,25,26,0,0,0,0,1376,1632,0.3583369465642111,0.4250042854598784,0.0,287.0,53.69148936170213,89.14516693015533,7946.860787005259,0,0,0,51,94,0,3,0,1.186046511627907,53.691489361702125,97.67441860465117,16.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,1.72,168.0,2.04,33.88,0,3193,25,26,0,32,7922804.333333334,8569664.66554767,21284460.0,1024.0,11052573.5,7966867.355440575,26759061.0,6044007.0,-1,-1,0,0,0,3840089149,cyberattack_ocpp16_doc_idtag
192.168.21.122-239.255.255.250-64686-1900-17,192.168.21.122,64686,239.255.255.250,1900,17,2023-04-27 10:37:28.448421,2021786,3,0,525.0,0.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,259.67139944583647,1.4838365682619228,1010893.0,9801.914200807922,1017824.0,1003962.0,2021786.0,1010893.0,9801.914200807922,1017824.0,1003962.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,0,1.4838365682619228,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,262.5,0.0,0.0,0,0,3,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2021786,normal
192.168.21.225-192.168.21.70-41724-80-6,192.168.21.225,41724,192.168.21.70,80,6,2024-06-25 10:06:05.194721,119879512,956,696,31548.0,41586.0,66.0,0.0,33.0,33.01727296637513,87.0,0.0,59.75000000000001,40.37982436597935,610.0625434644745,13.780503210590313,72610.2434887947,101441.59256298776,258986.0,14.0,119879512.0,125528.28481675385,108775.49718869758,258986.0,139.0,119859229.0,172459.32230215814,105111.36166359438,303228.0,112.0,478,478,0,0,0,0,30592,22272,7.974673770777445,5.805829439812868,0.0,87.0,44.26997578692489,38.62028093913487,1491.5260998177043,0,0,0,956,1652,0,0,0,0.7280334728033473,44.26997578692494,33.0,59.75,346.5,5.25,324.35976974668813,456.75,5.25,7089.253979217272,0.0,0.0,0.0,0.0,351,506,478,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,3961959038,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-41336-80-6,192.168.21.128,41336,192.168.21.70,80,6,2023-04-27 08:29:29.366619,119998104,25,25,518.0,3568.0,70.0,0.0,20.72,29.69219875096263,574.0,0.0,142.72000000000003,247.8553879449332,34.050537998500374,0.4166732501040183,2448940.897959184,4972462.849842442,16509375.0,543.0,119995617.0,4999817.375,6195192.648532406,16511189.0,14024.0,119994991.0,4999791.291666668,6205934.170219946,16557942.0,543.0,13,12,0,0,0,0,800,800,0.2083366250520091,0.2083366250520091,0.0,574.0,81.72,185.25129540432263,34318.042448979606,0,0,0,25,50,0,6,0,1.0,81.72,20.72,142.72,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,43.16666666666666,2.083333333333333,297.3333333333333,1304,501,13,12,32,0,728463.4,1463485.8269093311,4217306.0,14024.0,11271098.3,4558346.877642158,16509375.0,5254457.0,-1,-1,0,0,0,5040117395,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-56671-80-6,192.168.21.225,56671,192.168.21.70,80,6,2024-06-22 19:05:45.476411,12542,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,44968.90448094403,797.3210014351779,1393.5555555555557,3226.6583376269914,9915.0,42.0,12542.0,2508.4,4172.0317951808565,9915.0,157.0,12374.0,4124.666666666666,5192.547576415004,10117.0,951.0,1,1,0,0,0,0,200,136,478.3926008611067,318.92840057407113,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,12542,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-38718-80-6,192.168.21.128,38718,192.168.21.70,80,6,2023-05-09 21:17:11.565935,119989820,63,63,5592.0,1126.0,287.0,0.0,88.76190476190474,111.59802783054997,112.0,0.0,17.87301587301587,30.592794884127944,55.98808298904024,1.0500890825571705,959918.56,2831430.5533455755,12963336.0,785.0,119988861.0,1935304.20967742,3797369.7797041913,12967077.0,8745.0,119988895.0,1935304.758064516,3803270.398736462,12964580.0,7625.0,32,33,0,0,0,0,2016,2016,0.5250445412785851,0.5250445412785851,0.0,287.0,53.3174603174603,88.9259153042487,7907.818412698414,0,0,0,65,126,0,4,0,1.0,53.31746031746032,88.76190476190476,17.873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,4.5,399.4285714285714,4.5,80.42857142857143,0,2402,32,33,0,32,696788.3333333333,961642.2966081924,2056759.0,959.0,9301409.75,2459555.181047068,12963336.0,6134258.0,-1,-1,0,0,0,2850184075,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-38718-80-6,192.168.21.128,38718,192.168.21.70,80,6,2023-05-10 00:00:11.276107,119999953,64,66,5632.0,1154.0,288.0,0.0,87.99999999999999,111.52848593342948,112.0,0.0,17.484848484848484,30.221358939176383,56.55002214875867,1.083333757639055,930232.1937984498,3030875.2142932075,17703904.0,0.0,119997924.0,1904728.952380952,4136202.4669859614,17703904.0,0.0,119981908.0,1845875.507692308,4091377.550030712,17759238.0,540.0,34,33,0,0,0,0,2048,2112,0.533333542222304,0.550000215416751,0.0,288.0,52.2,88.2457280956522,7787.30852713178,0,0,0,67,130,0,4,0,1.03125,52.2,88.0,17.484848484848484,0.0,0.0,0.0,0.0,0.0,0.0,4.266666666666667,375.4666666666666,4.4,76.93333333333334,237,4931,34,33,32,0,1131178.7272727273,1350741.461203001,4010267.0,8049.0,9777723.454545457,4642267.019839883,17703904.0,5438527.0,-1,-1,0,0,0,12629904380,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-47190-80-6,192.168.21.225,47190,192.168.21.70,80,6,2024-06-22 19:03:01.243115,9366,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,60217.80909673287,1067.691650651292,1040.6666666666663,2059.627757630004,6344.0,50.0,9366.0,1873.2,2572.582107533208,6344.0,135.0,9211.0,3070.333333333333,2967.9085790053123,6491.0,1179.0,1,1,0,0,0,0,200,136,640.6149903907752,427.0766602605168,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,9366,cyberattack_ocpp16_unauthorized_access
192.168.21.128-52.158.114.137-37008-22-6,192.168.21.128,37008,52.158.114.137,22,6,2023-04-28 04:08:47.435073,110804817,8,15,220.0,1200.0,92.0,0.0,27.5,36.186027295470986,104.0,0.0,80.0,39.45340832642256,12.81532733364832,0.2075722032914868,5036582.590909091,11292750.56946376,49972676.0,721.0,10405479.0,1486497.0,3800441.783067113,10104391.0,721.0,110804817.0,7914629.785714286,13487927.31134147,50017965.0,70033.0,4,13,0,0,0,0,256,480,0.0721990272318215,0.1353731760596653,0.0,104.0,61.73913043478261,45.39645299650658,2060.8379446640315,1,0,0,17,23,0,0,0,1.875,61.73913043478261,27.5,80.0,0.0,0.0,0.0,416.0,4.0,333.4554400128893,1.0,27.5,1.875,150.0,0,501,4,13,0,32,3429402.0,5621884.857573392,9919655.0,70033.0,20103322.2,17197199.21812182,49972676.0,9727771.0,-1,-1,0,8,8,234161202,normal
192.168.21.182-239.255.255.250-56526-1900-17,192.168.21.182,56526,239.255.255.250,1900,17,2023-04-28 00:03:04.415666,3039741,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,230.28277738136245,1.315901585036357,1013247.0,3247.12749980656,1015380.0,1009510.0,3039741.0,1013247.0,3247.12749980656,1015380.0,1009510.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,32,0,1.315901585036357,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,233.3333333333333,0.0,0.0,0,0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,3039741,normal
192.168.21.225-192.168.21.70-41622-80-6,192.168.21.225,41622,192.168.21.70,80,6,2024-06-25 09:46:04.937154,119775995,944,799,31548.0,42114.0,66.0,0.0,33.41949152542376,33.01482493178942,87.0,0.0,52.7083854818523,42.53365251494684,614.998021932525,14.55216464701462,68757.7468427095,88555.5595692848,254954.0,14.0,119775995.0,127015.90137857912,93416.71198126423,254954.0,465.0,119775390.0,150094.47368421062,106606.6883836288,298091.0,499.0,478,485,0,0,0,0,30280,25568,7.881378902341826,6.670785744672796,0.0,87.0,42.26161790017217,38.87426153947724,1511.2082102396794,0,0,0,963,1743,0,0,0,0.8463983050847458,42.26161790017212,33.41949152542373,52.70838548185232,264.0,4.0,350.58922894273445,369.75,4.25,9051.019846151024,0.0,0.0,0.0,0.0,439,506,478,485,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,6,6,2761625663,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-53180-80-6,192.168.21.225,53180,192.168.21.70,80,6,2024-06-22 19:12:17.887955,5882,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,95885.7531451887,1700.1020061203672,653.5555555555555,892.7246371517803,2133.0,32.0,5882.0,1176.4,986.8998429425347,2267.0,94.0,5776.0,1925.3333333333333,206.50988676897128,2133.0,1720.0,1,1,0,0,0,0,200,136,1020.0612036722204,680.0408024481469,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,5882,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-57246-80-6,192.168.21.128,57246,192.168.21.70,80,6,2023-05-10 23:51:21.364632,119979975,60,66,6911.0,1115.0,580.0,0.0,115.18333333333332,147.91608840501277,112.0,0.0,16.893939393939394,29.389233396382423,66.89449635241215,1.050175247994509,959839.8000000004,2124558.533781453,15704850.0,527.0,119955958.0,2033151.830508475,2738460.542752009,15704850.0,8468.0,119979975.0,1845845.7692307688,2671821.603013761,15753698.0,527.0,33,33,0,0,0,0,1920,2112,0.5000834514259567,0.5500917965685524,0.0,580.0,63.69841269841272,114.9134818785869,13205.10831746032,0,0,0,66,126,0,4,0,1.1,63.698412698412696,115.18333333333334,16.893939393939394,0.0,0.0,0.0,0.0,0.0,0.0,2.0,230.36666666666667,2.2,37.16666666666666,0,5484,33,33,0,32,7795936.625000001,9300311.982846396,24817905.0,10567.0,7201241.5,3489767.092549588,15704850.0,5027269.0,-1,-1,0,0,0,11443397772,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41626-80-6,192.168.21.225,41626,192.168.21.70,80,6,2024-06-25 10:10:05.787123,119763248,957,801,31548.0,41673.0,66.0,0.0,32.96551724137931,33.01723687764442,87.0,0.0,52.026217228464425,42.682877852808296,611.3812143772186,14.678960610687511,68163.48776323277,96005.75591635736,256874.0,0.0,119763248.0,125275.36401673646,105571.24395019175,256874.0,0.0,119761632.0,149702.04000000024,106528.4610006399,296800.0,85.0,478,479,0,0,0,0,30636,25632,7.990765247114874,6.688195363572638,0.0,87.0,41.65017064846415,38.89518521007906,1512.835432526353,0,0,0,957,1758,0,0,0,0.8369905956112853,41.65017064846416,32.96551724137931,52.02621722846442,363.0,5.5,321.34970416794107,377.0,4.333333333333333,5778.397682510002,0.0,0.0,0.0,0.0,350,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,1,2,4202461464,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-37712-80-6,192.168.21.128,37712,192.168.21.70,80,6,2023-05-09 14:26:25.971585,105941860,60,61,5616.0,1148.0,288.0,0.0,93.60000000000002,113.00625451417297,112.0,0.0,18.81967213114753,31.06525829965114,63.84633986981161,1.1421358847201664,882848.833333333,3060434.5569000966,19164444.0,442.0,105941860.0,1795624.7457627123,4192020.954294737,19164444.0,10674.0,105883581.0,1764726.35,4174942.301512014,19236388.0,442.0,32,32,0,0,0,0,1920,1952,0.5663483725885122,0.575787512131654,0.0,288.0,55.90082644628099,90.39297584793096,8170.89008264463,0,0,0,64,121,0,4,0,1.0166666666666666,55.900826446281,93.6,18.81967213114754,0.0,0.0,0.0,0.0,0.0,0.0,4.0,374.4,4.066666666666666,76.53333333333333,237,3416,32,32,32,0,1385267.0,1420573.0554755006,3984429.0,18390.0,10171911.555555556,5585002.135808479,19164444.0,5364657.0,-1,-1,0,0,0,6195769263,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41707-80-6,192.168.21.225,41707,192.168.21.70,80,6,2024-06-22 19:12:28.748648,26562,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,21233.34086288683,376.47767487388,2951.333333333333,5425.752505413419,13197.0,29.0,26562.0,5312.4,6578.406250757094,13197.0,152.0,26318.0,8772.666666666666,6739.755955027847,13378.0,1037.0,1,1,0,0,0,0,200,136,225.886604924328,150.591069949552,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,26562,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41002-80-6,192.168.21.225,41002,192.168.21.70,80,6,2024-06-25 10:04:05.166951,119791395,946,766,31548.0,42021.0,66.0,0.0,33.348837209302346,33.015610925500894,87.0,0.0,54.85770234986945,42.0185376076769,614.1426101599368,14.291510671530288,70012.50438340152,91235.67309529684,253395.0,13.0,119791395.0,126763.38095238102,95760.839935295,253426.0,503.0,119745369.0,156529.894117647,107297.2712602752,301033.0,487.0,478,483,0,0,0,0,30332,24512,7.897061387422695,6.394449284107594,0.0,87.0,42.97254672897199,38.805572015628336,1505.8724194601168,0,0,0,961,1712,0,0,0,0.8097251585623678,42.97254672897196,33.348837209302324,54.85770234986945,330.0,5.0,329.11730738160253,391.5,4.5,7331.048817482164,0.0,0.0,0.0,0.0,379,506,478,483,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,5,5,3842126766,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.86.230-239.255.255.250-34794-1900-17,192.168.86.230,34794,239.255.255.250,1900,17,2023-04-28 10:42:56.277377,23899,8,0,2526.0,0.0,353.0,279.0,315.74999999999994,34.84967718645326,0.0,0.0,0.0,0.0,105694.79894556258,334.7420394158751,3414.1428571428573,1373.24972584152,4023.0,316.0,23899.0,3414.1428571428573,1373.24972584152,4023.0,316.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,64,0,334.7420394158751,0.0,279.0,353.0,315.74999999999994,34.84967718645326,1214.5000000000011,0,0,0,0,0,0,0,0,0.0,315.75,315.75,0.0,2526.0,8.0,105694.79894556258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,23899,normal
192.168.21.225-192.168.21.70-41552-80-6,192.168.21.225,41552,192.168.21.70,80,6,2024-06-25 11:08:07.144436,119778887,951,716,31548.0,41847.0,66.0,0.0,33.17350157728709,33.01690750668507,87.0,0.0,58.44553072625699,40.88049915016802,612.7540657478309,13.91731081956038,71896.09063625446,94540.4793893894,252784.0,16.0,119778887.0,126083.03894736848,98123.20118149888,254836.0,357.0,119731212.0,167456.24055944046,107072.54346450756,298835.0,277.0,478,481,0,0,0,0,30468,22912,7.939629627715609,5.97768119184477,0.0,87.0,44.02819436112779,38.67095527694953,1495.4427820318303,0,0,0,959,1667,0,0,0,0.7528916929547844,44.028194361127774,33.17350157728707,58.44553072625698,0.0,0.0,0.0,348.0,4.0,9006.910474415716,0.0,0.0,0.0,0.0,250,506,478,481,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,3,3,7683855338,cyberattack_ocpp16_dos_flooding_heartbeat
